ID;Área;Equipamento;QT_UN_APREENDIDAS;QT_UN_LACRADAS;QT_UN_RETIDAS;Valor Estimado;QT_UN_RETIRADAS;Mês;Data;DT_EXTRACAO;Ano
73815;;Carregadores de Baterias;10;0;0;;10;set;30/09/2021;28/12/2021;2021
55851;4-Aduana;Reforçador de sinal;;;2000;260000,00;2000;mai;18/05/2021;28/12/2021;2021
78039;4-Aduana;Bloqueador de sinal (Jammer);;;2;900,00;2;dez;22/12/2021;28/12/2021;2021
55759;4-Aduana;Equipamento de Radiação Restrita;;;46252;4928800,00;46252;mai;13/05/2021;28/12/2021;2021
55851;4-Aduana;Equipamento de Radiação Restrita;;;9000;910000,00;9000;mai;18/05/2021;28/12/2021;2021
74627;4-Aduana;Outros;;;1500;150000,00;1500;set;17/09/2021;28/12/2021;2021
60285;1-Comércio;Equipamento óptico;;550;;;550;jul;30/07/2021;28/12/2021;2021
60285;1-Comércio;Equipamento óptico;;17;;;17;jul;30/07/2021;28/12/2021;2021
60285;1-Comércio;Equipamento óptico;;260;;;260;jul;30/07/2021;28/12/2021;2021
75588;4-Aduana;Equipamento de Radiação Restrita;;;30000;1250000,00;30000;out;21/10/2021;28/12/2021;2021
60285;1-Comércio;Equipamento óptico;;10;;;10;jul;30/07/2021;28/12/2021;2021
60285;1-Comércio;Equipamento óptico;;9;;;9;jul;30/07/2021;28/12/2021;2021
60976;4-Aduana;Outros;2;;;2700,00;2;jun;30/06/2021;28/12/2021;2021
60285;1-Comércio;Equipamento óptico;;24;;;24;jul;30/07/2021;28/12/2021;2021
60285;1-Comércio;Equipamento óptico;;6;;;6;jul;30/07/2021;28/12/2021;2021
71190;1-Comércio;Equipamento óptico;;1171;;;1171;ago;02/08/2021;28/12/2021;2021
74627;4-Aduana;Cabo Óptico;;;15000;375000,00;15000;set;17/09/2021;28/12/2021;2021
74627;4-Aduana;Equipamento de Rede de Dados;;;500;50000,00;500;set;17/09/2021;28/12/2021;2021
74627;4-Aduana;Antena;;;2500;62500,00;2500;set;17/09/2021;28/12/2021;2021
75197;4-Aduana;Bloqueador de sinal (Jammer);;;4;1800,00;4;nov;17/11/2021;28/12/2021;2021
74575;4-Aduana;Equipamento de Radiação Restrita;;;1;1350,00;1;set;28/09/2021;28/12/2021;2021
71868;4-Aduana;Bloqueador de sinal (Jammer);;;9;4050,00;9;jul;27/07/2021;28/12/2021;2021
60169;4-Aduana;Carregadores de Baterias;;;300;12000,00;300;mai;25/05/2021;28/12/2021;2021
71868;4-Aduana;Outros;;;1;1350,00;1;jul;27/07/2021;28/12/2021;2021
74575;4-Aduana;Bloqueador de sinal (Jammer);;;5;2250,00;5;set;28/09/2021;28/12/2021;2021
54840;4-Aduana;Equipamento de Radiação Restrita;;;67300;4620000,00;67300;mai;05/05/2021;28/12/2021;2021
51819;4-Aduana;Equipamento de Radiação Restrita;;;219270;19534505,20;219270;dez;20/12/2021;28/12/2021;2021
51819;4-Aduana;Carregadores de Baterias;;;192458;5883470,00;192458;dez;20/12/2021;28/12/2021;2021
51819;4-Aduana;Decodificador de sinal para SeAC;;;25355;12461380,00;25355;dez;20/12/2021;28/12/2021;2021
51819;4-Aduana;Cabo Metálico;;;400;8000,00;400;dez;20/12/2021;28/12/2021;2021
51819;4-Aduana;SmartTV Box;;;134966;27053200,00;134966;dez;20/12/2021;28/12/2021;2021
73118;1-Comércio;Outros;0;1210;0;30068,50;1210;out;27/10/2021;28/12/2021;2021
51819;4-Aduana;Reforçador de sinal;;;6000;660000,00;6000;dez;20/12/2021;28/12/2021;2021
73369;4-Aduana;Carregadores de Baterias;;;55000;3025000,00;55000;ago;10/08/2021;28/12/2021;2021
73369;4-Aduana;Outros;;;4700;328500,00;4700;ago;10/08/2021;28/12/2021;2021
51819;4-Aduana;Baterias;;;2289;43445,22;2289;dez;20/12/2021;28/12/2021;2021
54990;4-Aduana;Carregadores de Baterias;;;43000;233060,00;43000;mai;10/05/2021;28/12/2021;2021
54990;4-Aduana;Baterias;;;2289;43445,22;2289;mai;10/05/2021;28/12/2021;2021
54990;4-Aduana;Equipamento de Radiação Restrita;;;2040;22134,00;2040;mai;10/05/2021;28/12/2021;2021
55703;4-Aduana;SmartTV Box;;;20000;4000000,00;20000;mai;27/05/2021;28/12/2021;2021
53332;4-Aduana;Equipamento de Radiação Restrita;;;13320;2586171,20;13320;abr;23/04/2021;28/12/2021;2021
51819;4-Aduana;Cabo Óptico;;;15000;375000,00;15000;dez;20/12/2021;28/12/2021;2021
60169;4-Aduana;SmartTV Box;;;43200;8700000,00;43200;mai;25/05/2021;28/12/2021;2021
51819;4-Aduana;Antena;;;2500;62500,00;2500;dez;20/12/2021;28/12/2021;2021
51819;4-Aduana;Outros;;;6200;478500,00;6200;dez;20/12/2021;28/12/2021;2021
60976;4-Aduana;Bloqueador de sinal (Jammer);29;;;13050,00;29;jun;30/06/2021;28/12/2021;2021
51820;4-Aduana;Equipamento de Radiação Restrita;;;48;16800,00;48;mar;22/03/2021;28/12/2021;2021
51372;4-Aduana;Decodificador de sinal para SeAC;;;5;2380,00;5;mar;16/03/2021;28/12/2021;2021
52121;4-Aduana;Decodificador de sinal para SeAC;;;5150;1854000,00;5150;abr;07/04/2021;28/12/2021;2021
75690;4-Aduana;Carregadores de Baterias;;;56700;1701000,00;56700;out;21/10/2021;28/12/2021;2021
49372;4-Aduana;SmartTV Box;;;3;600,00;3;jan;29/01/2021;28/12/2021;2021
52875;4-Aduana;Equipamento de Radiação Restrita;;;15000;2655000,00;15000;abr;14/04/2021;28/12/2021;2021
51368;4-Aduana;Equipamento de Radiação Restrita;;;530;71000,00;530;dez;10/12/2021;28/12/2021;2021
51368;4-Aduana;Carregadores de Baterias;;;408;352410,00;408;dez;10/12/2021;28/12/2021;2021
53221;4-Aduana;SmartTV Box;;;32000;6400000,00;32000;mai;06/05/2021;28/12/2021;2021
54831;4-Aduana;Bloqueador de sinal (Jammer);;;8;3600,00;8;mai;31/05/2021;28/12/2021;2021
54791;4-Aduana;Equipamento de Radiação Restrita;;;360;27300,00;360;mai;03/05/2021;28/12/2021;2021
54840;4-Aduana;Carregadores de Baterias;;;30000;525000,00;30000;mai;05/05/2021;28/12/2021;2021
54840;4-Aduana;Reforçador de sinal;;;4000;400000,00;4000;mai;05/05/2021;28/12/2021;2021
54791;4-Aduana;Carregadores de Baterias;;;1050;35000,00;1050;mai;03/05/2021;28/12/2021;2021
53221;4-Aduana;Equipamento de Radiação Restrita;;;3000;180000,00;3000;mai;06/05/2021;28/12/2021;2021
39974;3-E-commerce;SmartTV Box;0;0;;;0;out;29/10/2020;28/12/2021;2020
54470;4-Aduana;Equipamento de Radiação Restrita;;;17000;1560000,00;17000;abr;28/04/2021;28/12/2021;2021
54791;4-Aduana;Cabo Metálico;;;400;8000,00;400;mai;03/05/2021;28/12/2021;2021
51368;4-Aduana;SmartTV Box;;;39763;7952600,00;39763;dez;10/12/2021;28/12/2021;2021
77599;4-Aduana;Decodificador de sinal para SeAC;;;20200;10605000,00;20200;dez;17/12/2021;28/12/2021;2021
37259;1-Comércio;Equipamento de Radiação Restrita;0;3689;;225766,80;3689;nov;30/11/2020;28/12/2021;2020
73155;4-Aduana;Bloqueador de sinal (Jammer);;;12;5400,00;12;ago;31/08/2021;28/12/2021;2021
75690;4-Aduana;Equipamento de Radiação Restrita;;;14920;657300,00;14920;out;21/10/2021;28/12/2021;2021
77005;4-Aduana;Bloqueador de sinal (Jammer);;;4;1800,00;4;dez;01/12/2021;28/12/2021;2021
73720;1-Comércio;Equipamento de Radiação Restrita;1;1;;;2;ago;19/08/2021;28/12/2021;2021
73724;1-Comércio;Carregadores de Baterias;55;55;;;110;ago;19/08/2021;28/12/2021;2021
73726;1-Comércio;Carregadores de Baterias;29;29;;;58;ago;19/08/2021;28/12/2021;2021
73728;1-Comércio;Celulares;0;31;;;31;ago;19/08/2021;28/12/2021;2021
73722;1-Comércio;Antena;1;;;;1;set;09/09/2021;28/12/2021;2021
73722;1-Comércio;Outros;1;;;;1;set;09/09/2021;28/12/2021;2021
73722;1-Comércio;Outros;1;;;;1;set;09/09/2021;28/12/2021;2021
73731;1-Comércio;Carregadores de Baterias;100;;;;100;set;09/09/2021;28/12/2021;2021
73726;1-Comércio;Outros;7;7;;;14;ago;19/08/2021;28/12/2021;2021
73721;1-Comércio;Carregadores de Baterias;14;14;;;28;ago;19/08/2021;28/12/2021;2021
44699;1-Comércio;Equipamento de Radiação Restrita;0;;187;50,00;187;jan;25/01/2021;28/12/2021;2021
73810;1-Comércio;Equipamento de Radiação Restrita;;;185;9000,00;185;ago;23/08/2021;28/12/2021;2021
73810;1-Comércio;Outros;;;10;1000,00;10;ago;23/08/2021;28/12/2021;2021
73810;1-Comércio;Carregadores de Baterias;;;40;1000,00;40;ago;23/08/2021;28/12/2021;2021
41639;1-Comércio;Equipamento de Radiação Restrita;4;;;650,00;4;out;01/10/2020;28/12/2021;2020
44699;1-Comércio;;0;;3279;25,00;3279;jan;25/01/2021;28/12/2021;2021
